from_label,from_key,to_label,to_key,properties
Object,PROC-.SP_UPDATE_DORMANT_ACCOUNT_STATUS,Table,ACCOUNTS,
Object,PROC-.SP_CHECK_MINIMUM_BALANCE,Table,ACCOUNTS,
Object,PROC-.SP_PROCESS_MONTHLY_INTEREST_CREDIT,Table,ACCOUNTS,
Object,PROC-.SP_PROCESS_MONTHLY_INTEREST_CREDIT,Table,TRANSACTION_LEDGER,
Object,PROC-.SP_PROCESS_MONTHLY_INTEREST_CREDIT,Table,BATCH_ERROR_LOG,
Object,PROC-.SP_TRANSFER_FUNDS,Table,ACCOUNTS,
Object,PROC-.SP_TRANSFER_FUNDS,Table,TRANSACTION_LEDGER,
